ISIN,Company,BBG Ticker,Sector,Industry,Country,Region,MarketCap,SustainEx,NZAF,MSCI,ENERGY_CONSUMP_INTEN_USD,WATER_WD_INTEN_RECENT,CARBON_EMISSIONS_SCOPE_12_INTEN,HAS_COMMITTED_TO_SBTI_TARGET,HAS_SBTI_APPROVED_TARGET,SUST_BIODIV_PROTECT_POL_VALUE,TARGET_SUMMARY_CUM_CHANGE_2030,SBTI_NET_ZERO_TARGET_STATUS,Average Employee Length of service,Microfinance Impact Investment,Supplier ESG training
CNE000001KM8,"Sieyuan Electric Co., Ltd.",CNE000001KM8,Technology,Technology,China,Em APAC,7843.01,,,,0.05,,23.00,0.00,0.00,0.00,8.08,0.00,,,0.00
CNE000001PF1,"Zhejiang Wanfeng Auto Wheel Co., Ltd.",CNE000001PF1,Consumer Discretion,Automobiles & Parts,China,Em APAC,4011.09,,,,,,127.40,0.00,0.00,0.00,,0.00,,,1.00
CNE000000QZ9,Guoyuan Securities Company Limited,CNE000000QZ9,Financials,Financial Services,China,Em APAC,5038.75,,,,0.02,49.89,12.60,0.00,0.00,0.00,,0.00,,,0.00
US25754A2015,"Domino'S Pizza, Inc.",US25754A2015,Consumer Discretion,Travel & Leisure,United States,N America,14838.72,,,,0.05,,42.40,1.00,0.00,0.00,-17.78,1.00,,,1.00
US9311421039,Walmart Inc.,US9311421039,Consumer Discretion,Retailers,United States,N America,643863.80,,,,0.07,,29.20,0.00,1.00,0.00,-0.47,0.00,,,1.00
US2193501051,Corning Incorporated,US2193501051,Technology,Technology,United States,N America,39755.86,,,,0.76,1657.71,241.87,0.00,1.00,0.00,-31.93,0.00,8.00,,1.00
LR0008862868,Royal Caribbean Cruises Ltd.,LR0008862868,Consumer Discretion,Travel & Leisure,United States,N America,50374.53,,,,0.64,,564.40,0.00,0.00,0.00,,0.00,,,0.00
US14149Y1082,"Cardinal Health, Inc.",US14149Y1082,Health Care,Health Care,United States,N America,27223.08,,,,0.01,,2.02,0.00,1.00,0.00,8.56,0.00,,,1.00
US2810201077,Edison International,US2810201077,Utilities,Utilities,United States,N America,32288.24,,,,1.35,117.59,139.40,0.00,0.00,0.00,-48.53,0.00,,,1.00
US89417E1091,"The Travelers Companies, Inc.",US89417E1091,Financials,Insurance,United States,N America,53923.96,,,,,,1.00,0.00,0.00,0.00,,0.00,12.00,,0.00
US8718291078,Sysco Corporation,US8718291078,Consumer Staples,Drug & Grocery Stores,United States,N America,36557.92,,,,0.07,,19.20,0.00,1.00,0.00,7.39,0.00,,,0.00
US3032501047,Fair Isaac Corporation,US3032501047,Industrials,Ind. Goods & Services,United States,N America,49797.12,,,,0.01,,10.75,0.00,0.00,0.00,,0.00,,,0.00
CA13321L1085,Cameco Corp,CA13321L1085,Energy,Energy,Canada,N America,22321.33,,,,0.76,13027.08,205.47,0.00,0.00,0.00,7.92,0.00,,,0.00
US0255371017,"American Electric Power Company, Inc.",US0255371017,Utilities,Utilities,United States,N America,52280.77,,,,9.34,,2620.40,0.00,0.00,0.00,-36.67,0.00,,,1.00
US79466L3024,"Salesforce, Inc.",US79466L3024,Technology,Technology,United States,N America,275423.60,,,,0.03,,9.06,0.00,1.00,0.00,-44.37,0.00,,,1.00
ID1000109507,Pt Bank Central Asia Tbk,ID1000109507,Financials,Banks,Indonesia,Em APAC,81283.17,,,,0.02,55.40,22.40,0.00,0.00,0.00,,0.00,,1033.74,0.00
US4432011082,Howmet Aerospace Inc.,US4432011082,Industrials,Ind. Goods & Services,United States,N America,42373.78,,,,0.59,615.75,141.30,0.00,0.00,0.00,,0.00,,,0.00
HK0012000102,Henderson Land Development Company Limited,HK0012000102,Real Estate,Real Estate,Hong Kong,Em APAC,16040.75,,,,0.08,359.65,36.80,1.00,0.00,0.00,,1.00,,,1.00
US3635761097,Arthur J. Gallagher & Co.,US3635761097,Financials,Insurance,United States,N America,63081.02,,,,0.01,,6.44,0.00,0.00,0.00,,0.00,,,0.00
US0311001004,"Ametek, Inc.",US0311001004,Industrials,Ind. Goods & Services,United States,N America,39451.39,,,,0.06,,16.89,0.00,0.00,0.00,,0.00,,,1.00
IT0000062072,Assicurazioni Generali Societa Per Azioni,IT0000062072,Financials,Insurance,Italy,W Europe,44914.60,,,,0.00,5.47,1.54,0.00,0.00,0.00,-6.31,0.00,,,0.00
KYG3777B1032,Geely Automobile Holdings Limited,KYG3777B1032,Consumer Discretion,Automobiles & Parts,Hong Kong,Em APAC,16687.91,,,,0.08,274.24,28.24,1.00,0.00,0.00,,1.00,,,1.00
US0758871091,"Becton, Dickinson And Company",US0758871091,Health Care,Health Care,United States,N America,68358.50,,,,0.10,,21.49,0.00,1.00,0.00,-29.72,1.00,,,1.00
TH6999010007,Bangkok Expressway And Metro Public Company Limited,TH6999010007,Industrials,Ind. Goods & Services,Thailand,Em APAC,3758.79,,,,0.00,1807.27,247.90,0.00,0.00,0.00,1.39,0.00,,,0.00
JP3116000005,"Asahi Group Holdings, Ltd.",JP3116000005,Consumer Staples,"Food, Bev. and Tobacc",Japan,APAC,18311.42,,,,0.20,2026.96,41.06,0.00,1.00,0.00,-21.95,1.00,12.20,,1.00
PHY806761029,Sm Investments Corporation,PHY806761029,Consumer Discretion,Retailers,Philippines,Em APAC,20612.68,,,,0.29,12384.00,189.90,0.00,0.00,0.00,,0.00,,,1.00
FR0013280286,Biomerieux Sa,FR0013280286,Health Care,Health Care,France,W Europe,14119.28,,,,0.06,161.11,15.27,0.00,1.00,1.00,6.34,0.00,,,1.00
FR0000120503,Bouygues Sa,FR0000120503,Industrials,Construction & Mats,France,W Europe,12244.52,,,,0.20,,38.79,0.00,0.00,0.00,0.00,0.00,,,0.00
GB0007980591,Bp P.L.C.,GB0007980591,Energy,Energy,United Kingdom,W Europe,86701.91,,,,0.58,831.71,154.05,0.00,0.00,0.00,-31.04,0.00,,,0.00
GB0002634946,Bae Systems Plc,GB0002634946,Industrials,Ind. Goods & Services,United Kingdom,W Europe,50188.72,,,,0.06,172.04,15.42,1.00,0.00,0.00,-29.18,1.00,,,1.00
US17275R1023,"Cisco Systems, Inc.",US17275R1023,Telecommunications,Telecommunications,United States,N America,216497.20,,,,0.03,41.56,11.60,0.00,1.00,0.00,-40.30,1.00,,,1.00
FI0009014575,Metso Oyj,FI0009014575,Industrials,Ind. Goods & Services,Finland,W Europe,8542.45,,,,0.09,67.42,5.40,0.00,1.00,0.00,-55.23,0.00,,,1.00
CH0012138605,Adecco Group Ag,CH0012138605,Industrials,Ind. Goods & Services,Switzerland,W Europe,5567.36,,,,0.01,,2.38,0.00,1.00,0.00,-79.30,1.00,,,0.00
SA000A0D9HK3,Bank Albilad Sjsc,SA000A0D9HK3,Financials,Banks,Saudi Arabia,ROW,12531.69,,,,,,5.36,0.00,0.00,0.00,,0.00,,,1.00
DE0006969603,Puma Se,DE0006969603,Consumer Discretion,Consumer Prod & Svs,Germany,W Europe,5998.37,,,,0.01,15.00,5.06,0.00,1.00,0.00,-17.02,0.00,,,1.00
DE0007664005,Volkswagen Aktiengesellschaft,DE0007664005,Consumer Discretion,Automobiles & Parts,Germany,W Europe,52374.01,,,,0.02,132.01,16.83,0.00,1.00,0.00,-8.08,0.00,,,1.00
FI0009007132,Fortum Oyj,FI0009007132,Utilities,Utilities,Finland,W Europe,14076.49,,,,12.19,187631.64,228.99,1.00,0.00,0.00,-11.58,1.00,,,1.00
GB00B033F229,Centrica Plc,GB00B033F229,Utilities,Utilities,United Kingdom,W Europe,8288.36,,,,0.24,7.89,49.70,0.00,0.00,0.00,0.23,0.00,,,1.00
DE000A1EWWW0,Adidas Ag,DE000A1EWWW0,Consumer Discretion,Consumer Prod & Svs,Germany,W Europe,45820.38,,,,0.02,,6.94,0.00,1.00,0.00,-62.80,0.00,5.00,,1.00
DE0005140008,Deutsche Bank Aktiengesellschaft,DE0005140008,Financials,Banks,Germany,W Europe,35364.67,,,,0.01,11.60,7.00,0.00,0.00,0.00,-31.23,0.00,,,0.00
DE0006602006,Gea Group Aktiengesellschaft,DE0006602006,Industrials,Ind. Goods & Services,Germany,W Europe,8701.97,,,,0.04,63.13,9.93,0.00,1.00,0.00,-28.73,1.00,,,0.00
TW0002347002,Synnex Technology International Corp.,TW0002347002,Technology,Technology,Taiwan,Em APAC,3818.58,,,,0.00,,0.30,0.00,0.00,0.00,,0.00,8.20,,0.00
TW0002344009,Winbond Electronics Corporation,TW0002344009,Technology,Technology,Taiwan,Em APAC,2802.71,,,,0.27,,129.37,0.00,0.00,0.00,,0.00,12.32,,1.00
INE476A01022,The Canara Bank Limited,INE476A01022,Financials,Banks,India,Em APAC,11227.44,,,,0.03,,5.16,0.00,0.00,0.00,,0.00,,1742.51,0.00
INE028A01039,The Bank Of Baroda Limited,INE028A01039,Financials,Banks,India,Em APAC,14911.86,,,,,49.53,11.42,0.00,0.00,0.00,,0.00,,,0.00
INE259A01022,Colgate-Palmolive (India) Ltd,INE259A01022,Consumer Staples,Drug & Grocery Stores,India,Em APAC,11936.85,,,,0.11,13075.39,55.30,0.00,1.00,0.00,3.67,1.00,,,0.00
US0534841012,"Avalonbay Communities, Inc.",US0534841012,Real Estate,Real Estate,United States,N America,31339.13,,,,0.10,,24.91,0.00,1.00,1.00,-29.33,0.00,,,0.00
US0970231058,The Boeing Company,US0970231058,Industrials,Ind. Goods & Services,United States,N America,93053.50,,,,0.08,58.57,21.30,0.00,0.00,0.00,7.58,0.00,,,0.00
HK0669013440,Techtronic Industries Company Limited,HK0669013440,Industrials,Ind. Goods & Services,Hong Kong,Em APAC,27422.38,,,,0.04,114.16,12.49,1.00,0.00,0.00,6.20,0.00,,,1.00
CNE1000004J3,Travelsky Technology Limited,CNE1000004J3,Technology,Technology,China,Em APAC,4450.41,,,,0.31,653.97,157.43,0.00,0.00,0.00,,0.00,,,0.00
CNE1000002G3,China Communications Services Corporation Limited,CNE1000002G3,Telecommunications,Telecommunications,China,Em APAC,3956.80,,,,0.07,,21.88,0.00,0.00,0.00,,0.00,,,1.00
US2521311074,"Dexcom, Inc.",US2521311074,Health Care,Health Care,United States,N America,27734.30,,,,0.01,76.51,8.19,0.00,0.00,0.00,,0.00,,,0.00
US3364331070,"First Solar, Inc.",US3364331070,Energy,Energy,United States,N America,22639.35,,,,0.44,,142.10,0.00,1.00,0.00,-32.10,1.00,,,1.00
US2567461080,"Dollar Tree, Inc.",US2567461080,Consumer Discretion,Retailers,United States,N America,14821.55,,,,0.12,,48.13,0.00,0.00,0.00,3.77,0.00,,,1.00
GRS003003035,National Bank Of Greece S.A.,GRS003003035,Financials,Banks,Greece,Em Europe,7457.93,,,,0.02,31.05,6.90,0.00,0.00,0.00,,0.00,,,0.00
US4601461035,International Paper Company,US4601461035,Basic Materials,Basic Resources,United States,N America,16740.21,,,,5.65,,453.70,0.00,1.00,1.00,-22.18,0.00,,,1.00
INE298A01020,Cummins India Limited,INE298A01020,Industrials,Ind. Goods & Services,India,Em APAC,11916.76,,,,0.05,154.00,20.20,0.00,1.00,0.00,3.06,0.00,,,1.00
CNE0000019V8,Anhui Conch Cement Company Limited,CNE0000019V8,Industrials,Construction & Mats,China,Em APAC,17712.81,,,,10.28,4909.13,10744.50,0.00,0.00,0.00,,0.00,,,0.00
JP3258000003,"Kirin Holdings Company, Limited",JP3258000003,Consumer Staples,"Food, Bev. and Tobacc",Japan,APAC,13624.42,,,,0.21,3255.40,44.15,0.00,1.00,0.00,-18.55,1.00,16.20,,0.00
ID1000095003,Pt Bank Mandiri (Persero) Tbk,ID1000095003,Financials,Banks,Indonesia,Em APAC,41224.82,,,,0.04,,29.10,0.00,0.00,0.00,,0.00,,1039.55,0.00
CA29250N1050,Enbridge Inc.,CA29250N1050,Energy,Energy,Canada,N America,89425.98,,,,1.32,,365.27,0.00,0.00,0.00,5.54,0.00,,,1.00
JP3892100003,"Sumitomo Mitsui Trust Group, Inc.",JP3892100003,Financials,Banks,Japan,APAC,16513.39,,,,0.01,,2.25,0.00,0.00,0.00,-31.05,0.00,14.30,,0.00
JP3932000007,Yaskawa Electric Corporation,JP3932000007,Industrials,Ind. Goods & Services,Japan,APAC,8267.01,,,,0.03,41.16,13.14,0.00,1.00,0.00,-21.58,0.00,,,0.00
JP3197800000,Omron Corporation,JP3197800000,Industrials,Ind. Goods & Services,Japan,APAC,9169.19,,,,0.04,,20.32,0.00,1.00,0.00,4.44,0.00,,,1.00
JP3122400009,Advantest Corporation,JP3122400009,Technology,Technology,Japan,APAC,40025.25,,,,0.03,57.52,9.80,0.00,1.00,0.00,-1.22,0.00,,,0.00
JP3982800009,Rohm Company Limited,JP3982800009,Technology,Technology,Japan,APAC,4656.63,,,,0.50,,261.74,0.00,1.00,0.00,-11.97,0.00,12.40,,1.00
US1156372096,Brown-Forman Corporation,US1156372096,Consumer Staples,"Food, Bev. and Tobacc",United States,N America,22653.95,,,,0.21,,48.01,0.00,0.00,0.00,1.20,0.00,,,1.00
PA1436583006,Carnival Corporation,PA1436583006,Consumer Discretion,Travel & Leisure,United States,N America,26317.23,,,,2.62,,705.29,0.00,0.00,0.00,-15.04,0.00,,,0.00
KYG210961051,China Mengniu Dairy Company Limited,KYG210961051,Consumer Staples,"Food, Bev. and Tobacc",Hong Kong,Em APAC,9002.97,,,,0.19,2531.28,107.00,0.00,0.00,0.00,,0.00,,,1.00
JP3443600006,Taisei Corporation,JP3443600006,Industrials,Construction & Mats,Japan,APAC,7565.20,,,,0.09,172.52,23.50,0.00,1.00,0.00,1.82,0.00,18.20,,1.00
US1011211018,"Bxp, Inc.",US1011211018,Real Estate,Real Estate,United States,N America,13103.77,,,,0.22,,21.91,0.00,1.00,1.00,0.00,1.00,9.42,,0.00
US1252691001,"Cf Industries Holdings, Inc.",US1252691001,Basic Materials,Chemicals,United States,N America,15841.99,,,,9.90,21451.52,1589.50,0.00,0.00,1.00,-28.57,0.00,,,1.00
CNE1000018V8,Great Wall Motor Company Limited,CNE1000018V8,Consumer Discretion,Automobiles & Parts,China,Em APAC,30019.97,,,,0.10,278.04,55.10,0.00,0.00,0.00,,0.00,,,0.00
CNE1000001Y8,Avichina Industry & Technology Company Limited,CNE1000001Y8,Industrials,Ind. Goods & Services,China,Em APAC,3252.45,,,,0.10,413.46,39.80,0.00,0.00,0.00,,0.00,,,1.00
KYG8586D1097,Sunny Optical Technology (Group) Company Limited,KYG8586D1097,Technology,Technology,Hong Kong,Em APAC,7783.00,,,,0.14,485.56,76.93,0.00,0.00,0.00,3.15,0.00,,,0.00
HK2388011192,Boc Hong Kong (Holdings) Limited,HK2388011192,Financials,Banks,Hong Kong,Em APAC,34758.26,,,,0.01,6.87,3.45,0.00,0.00,0.00,8.19,0.00,,,1.00
US0846707026,Berkshire Hathaway Inc.,US0846707026,Financials,Financial Services,United States,N America,992428.30,,,,0.00,,249.90,0.00,0.00,0.00,,0.00,,,1.00
INE129A01019,Gail (India) Limited,INE129A01019,Energy,Energy,India,Em APAC,17941.27,,,,0.85,983.36,224.30,0.00,0.00,0.00,-31.54,0.00,,,0.00
US4456581077,"J. B. Hunt Transport Services, Inc.",US4456581077,Industrials,Ind. Goods & Services,United States,N America,17411.14,,,,0.63,59.53,132.90,0.00,0.00,0.00,,0.00,4.10,,1.00
US48203R1041,"Juniper Networks, Inc.",US48203R1041,Telecommunications,Telecommunications,United States,N America,12755.08,,,,0.05,,20.00,1.00,0.00,0.00,-13.01,1.00,,,1.00
INE047A01021,Grasim Industries Ltd,INE047A01021,Industrials,Construction & Mats,India,Em APAC,21754.45,,,,1.34,3775.61,4930.30,0.00,0.00,0.00,-44.90,0.00,,,0.00
INE776C01039,Gmr Airports Limited,INE776C01039,Industrials,Ind. Goods & Services,India,Em APAC,11105.32,,,,0.85,,72.56,0.00,0.00,0.00,,0.00,,,1.00
CNE000001FJ4,"Zhejiang Longsheng Group Co., Ltd.",CNE000001FJ4,Basic Materials,Chemicals,China,Em APAC,4668.05,,,,0.75,,296.42,0.00,0.00,0.00,,0.00,,,0.00
KYG5264Y1089,Kingsoft Corporation Limited,KYG5264Y1089,Technology,Technology,Hong Kong,Em APAC,4865.18,,,,0.02,304.40,10.55,0.00,0.00,0.00,,0.00,,,0.00
CNE000001N05,Bank Of China Limited,CNE000001N05,Financials,Banks,China,Em APAC,190066.28,,,,0.02,2.13,10.14,0.00,0.00,0.00,,0.00,,1443.91,0.00
JP3360800001,"Hulic Co.,Ltd.",JP3360800001,Real Estate,Real Estate,Japan,APAC,7379.91,,,,0.05,,15.45,0.00,1.00,0.00,-32.18,0.00,6.50,,0.00
JP3869010003,Matsukiyococokara & Co.,JP3869010003,Consumer Staples,Drug & Grocery Stores,Japan,APAC,6239.38,,,,0.06,,25.50,0.00,0.00,0.00,4.86,0.00,,,0.00
US29670G1022,"Essential Utilities, Inc.",US29670G1022,Utilities,Utilities,United States,N America,10717.09,,,,0.36,,202.20,0.00,0.00,1.00,-5.44,0.00,,,1.00
JP3774200004,"Hankyu Hanshin Holdings, Inc.",JP3774200004,Industrials,Ind. Goods & Services,Japan,APAC,7298.03,,,,0.40,459.09,49.80,0.00,0.00,0.00,,0.00,,,0.00
JP3598600009,"Toho Co., Ltd.",JP3598600009,Consumer Discretion,Media,Japan,APAC,7160.26,,,,0.03,,24.60,0.00,0.00,0.00,,0.00,,,0.00
INE040A01034,Hdfc Bank Limited,INE040A01034,Financials,Banks,India,Em APAC,149855.89,,,,0.02,50.10,13.49,0.00,0.00,0.00,7.87,0.00,,422.73,0.00
AU000000MIN4,Mineral Resources Limited,AU000000MIN4,Basic Materials,Basic Resources,Australia,APAC,6753.05,,,,0.48,7820.92,118.50,0.00,0.00,1.00,,0.00,,,1.00
AU000000PLS0,Pilbara Minerals Limited,AU000000PLS0,Basic Materials,Basic Resources,Australia,APAC,5850.74,,,,0.26,1552.56,55.38,0.00,0.00,0.00,5.85,0.00,,,0.00
HK0291001490,China Resources Beer (Holdings) Company Limited,HK0291001490,Consumer Staples,"Food, Bev. and Tobacc",Hong Kong,Em APAC,14150.83,,,,0.34,5526.32,146.82,0.00,0.00,0.00,-15.43,0.00,,,0.00
BMG2109G1033,China Gas Holdings Limited,BMG2109G1033,Utilities,Utilities,Hong Kong,Em APAC,4995.40,,,,0.12,235.07,28.80,0.00,0.00,1.00,,0.00,,,0.00
JP3347200002,"Shionogi & Co., Ltd.",JP3347200002,Health Care,Health Care,Japan,APAC,12391.01,,,,0.11,496.04,27.90,0.00,1.00,0.00,-76.12,0.00,,,0.00
TW0002357001,Asustek Computer Incorporation,TW0002357001,Technology,Technology,Taiwan,Em APAC,13497.59,,,,0.00,9.78,1.44,0.00,1.00,0.00,-32.40,1.00,,,1.00
CNE100000767,China Shenhua Energy Company Limited,CNE100000767,Energy,Energy,China,Em APAC,114554.41,,,,9.92,5094.95,3559.30,0.00,0.00,1.00,,0.00,,,1.00
US2166485019,"The Cooper Companies, Inc.",US2166485019,Health Care,Health Care,United States,N America,21257.88,,,,0.13,,32.25,0.00,0.00,0.00,,0.00,,,1.00
AU000000RIO1,Rio Tinto Limited,AU000000RIO1,Basic Materials,Basic Resources,Australia,APAC,113109.70,,,,2.17,20645.31,562.82,0.00,0.00,1.00,5.08,0.00,,,1.00
US26441C2044,Duke Energy Corporation,US26441C2044,Utilities,Utilities,United States,N America,88139.19,,,,8.81,669345.21,2753.80,0.00,0.00,0.00,-15.34,0.00,,,1.00
CNE0000016H3,"Hla Group Corp., Ltd.",CNE0000016H3,Consumer Discretion,Consumer Prod & Svs,China,Em APAC,4254.37,,,,0.04,,14.62,0.00,0.00,0.00,,0.00,,,0.00
CNE000000R69,"Beijing Tongrentang Co., Ltd",CNE000000R69,Health Care,Health Care,China,Em APAC,7254.30,,,,0.03,,8.96,0.00,0.00,0.00,,0.00,,,0.00
CNE000001BM7,"Shandong Hualu-Hengsheng Chemical Co.,Ltd",CNE000001BM7,Basic Materials,Chemicals,China,Em APAC,7099.66,,,,,15484.36,618.40,0.00,0.00,0.00,,0.00,,,0.00
PEP612001003,Compania De Minas Buenaventura S.A.A.,PEP612001003,Basic Materials,Basic Resources,Peru,Lat Am,3951.86,,,,0.73,16533.11,328.00,0.00,0.00,0.00,,0.00,10.05,,0.00
CA1366812024,"Canadian Tire Corporation, Limited",CA1366812024,Consumer Discretion,Retailers,Canada,N America,6596.04,,,,0.10,,16.10,0.00,0.00,0.00,7.48,0.00,,,1.00
TW0002882008,"Cathay Financial Holding Co., Ltd.",TW0002882008,Financials,Insurance,Taiwan,Em APAC,33848.46,,,,0.01,67.31,7.10,0.00,1.00,0.00,5.40,1.00,11.88,329.03,1.00
TW0002610003,China Airlines Ltd.,TW0002610003,Consumer Discretion,Travel & Leisure,Taiwan,Em APAC,3872.57,,,,4.89,,1058.78,1.00,1.00,0.00,-9.43,1.00,16.76,,1.00
JP3511800009,"The Chiba Bank, Ltd.",JP3511800009,Financials,Banks,Japan,APAC,6263.99,,,,0.02,,8.21,0.00,0.00,0.00,9.33,0.00,,21163.05,0.00
CNE000001DB6,Citic Securities Company Limited,CNE000001DB6,Financials,Financial Services,China,Em APAC,55712.83,,,,0.00,11.27,2.70,0.00,0.00,0.00,,0.00,,,0.00
CNE000000R36,Chongqing Changan Automobile Company Limited,CNE000000R36,Consumer Discretion,Automobiles & Parts,China,Em APAC,16240.26,,,,0.12,,22.10,0.00,0.00,0.00,,0.00,,,0.00
DK0060448595,Coloplast A/S,DK0060448595,Health Care,Health Care,Denmark,W Europe,29458.72,,,,0.06,75.30,16.90,0.00,1.00,0.00,3.35,0.00,,,1.00
FR0000125007,Compagnie De Saint-Gobain Sa,FR0000125007,Industrials,Construction & Mats,France,W Europe,45483.65,,,,0.82,805.32,196.80,1.00,1.00,1.00,-25.02,1.00,,,1.00
AU000000CPU5,Computershare Limited,AU000000CPU5,Financials,Financial Services,Australia,APAC,10362.44,,,,0.02,54.67,0.84,1.00,0.00,0.00,-84.29,1.00,,,0.00
DK0010272202,Genmab A/S,DK0010272202,Health Care,Health Care,Denmark,W Europe,15571.33,,,,0.00,,0.20,0.00,0.00,0.00,8.27,0.00,,,0.00
CNE0000000T2,"China Vanke Co., Ltd.",CNE0000000T2,Real Estate,Real Estate,China,Em APAC,14597.13,,,,0.01,,5.24,0.00,0.00,1.00,,0.00,,,1.00
CNE000001NG4,"Daqin Railway Co., Ltd.",CNE000001NG4,Industrials,Ind. Goods & Services,China,Em APAC,17128.46,,,,0.50,,166.97,0.00,0.00,0.00,,0.00,,,0.00
SG1L01001701,Dbs Group Holdings Ltd,SG1L01001701,Financials,Banks,Singapore,Em APAC,84363.04,,,,0.01,6.78,2.92,0.00,0.00,0.00,8.21,0.00,,,1.00
KR7005830005,"Db Insurance Co.,Ltd",KR7005830005,Financials,Insurance,South Korea,APAC,5944.16,,,,0.06,22.51,1.66,0.00,0.00,0.00,8.68,0.00,,,0.00
TH0528A10Z06,Delta Electronics (Thailand) Public Company Limited,TH0528A10Z06,Technology,Technology,Thailand,Em APAC,43767.73,,,,0.03,,18.80,0.00,1.00,0.00,-46.94,1.00,,,0.00
JP3499800005,Mitsubishi Hc Capital Inc.,JP3499800005,Financials,Financial Services,Japan,APAC,9891.45,,,,0.00,,0.72,1.00,0.00,0.00,9.26,1.00,,,0.00
TW0002308004,"Delta Electronics, Inc.",TW0002308004,Industrials,Ind. Goods & Services,Taiwan,Em APAC,30661.82,,,,0.07,352.02,34.72,0.00,1.00,0.00,-21.63,1.00,8.20,,1.00
SE0000148884,Skandinaviska Enskilda Banken Ab,SE0000148884,Financials,Banks,Sweden,W Europe,31265.44,,,,0.01,5.97,0.20,0.00,0.00,1.00,-34.78,0.00,,,0.00
KR7042660001,"Hanwha Ocean Co., Ltd.",KR7042660001,Industrials,Ind. Goods & Services,South Korea,APAC,7004.70,,,,0.44,,82.67,0.00,0.00,0.00,6.66,0.00,,,0.00
US4062161017,Halliburton Company,US4062161017,Energy,Energy,United States,N America,27208.78,,,,0.70,73.74,183.60,0.00,0.00,0.00,-0.31,0.00,,,1.00
US3848021040,"W.W. Grainger, Inc.",US3848021040,Industrials,Ind. Goods & Services,United States,N America,52977.82,,,,0.02,,8.54,0.00,0.00,0.00,8.08,0.00,,,0.00
FR0000130452,Eiffage Sa,FR0000130452,Industrials,Construction & Mats,France,W Europe,9496.03,,,,0.09,210.83,18.45,0.00,1.00,0.00,-37.73,1.00,,,0.00
TW0002892007,First Financial Holding Co. Ltd.,TW0002892007,Financials,Banks,Taiwan,Em APAC,11700.79,,,,0.01,47.88,6.55,1.00,1.00,0.00,8.22,1.00,7.03,,1.00
HK0656038673,Fosun International Limited,HK0656038673,Industrials,Ind. Goods & Services,Hong Kong,Em APAC,5455.40,,,,2.20,1885.15,820.10,0.00,0.00,0.00,,0.00,,,1.00
US15118V2079,"Celsius Holdings, Inc.",US15118V2079,Consumer Staples,"Food, Bev. and Tobacc",United States,N America,7644.62,,,,0.87,,60.50,0.00,0.00,0.00,,0.00,,,0.00
US46625H1005,Jpmorgan Chase & Co.,US46625H1005,Financials,Banks,United States,N America,632450.80,,,,0.02,42.68,5.67,0.00,0.00,0.00,8.21,0.00,,,0.00
BMG507361001,Jardine Matheson Holdings Limited,BMG507361001,Industrials,Ind. Goods & Services,Singapore,Em APAC,11164.21,,,,0.69,,151.50,0.00,0.00,0.00,,0.00,,,0.00
TW0001402006,Far Eastern New Century Corporation,TW0001402006,Industrials,Ind. Goods & Services,Taiwan,Em APAC,6060.89,,,,0.73,2435.49,246.29,1.00,1.00,0.00,0.53,1.00,,,1.00
TW0003443008,Global Unichip Corp,TW0003443008,Technology,Technology,Taiwan,Em APAC,4974.66,,,,0.01,,4.14,0.00,1.00,0.00,-45.86,1.00,,,
CNE000000R85,"Faw Jiefang Group Co.,Ltd",CNE000000R85,Consumer Discretion,Automobiles & Parts,China,Em APAC,5679.29,,,,0.09,,31.93,0.00,0.00,0.00,,0.00,,,0.00
CA4530384086,Imperial Oil Ltd,CA4530384086,Energy,Energy,Canada,N America,40987.51,,,,2.48,,555.10,0.00,0.00,1.00,,0.00,,,0.00
ZAE000018123,Gold Fields Limited,ZAE000018123,Basic Materials,Basic Resources,South Africa,ROW,13950.58,,,,1.01,4025.72,415.70,1.00,0.00,0.00,-99.96,1.00,,,1.00
SG1U68934629,Keppel Ltd.,SG1U68934629,Utilities,Utilities,Singapore,Em APAC,9038.54,,,,0.03,3320.36,28.80,0.00,0.00,0.00,0.14,0.00,,,0.00
CA4495861060,Igm Financial Inc,CA4495861060,Financials,Financial Services,Canada,N America,7169.89,,,,0.00,44.28,0.20,0.00,0.00,0.00,-28.57,0.00,,,0.00
CA45823T1066,Intact Financial Corp,CA45823T1066,Financials,Insurance,Canada,N America,34190.56,,,,0.01,,1.80,0.00,0.00,0.00,2.53,0.00,9.00,,0.00
ES0171996087,"Grifols, S.A.",ES0171996087,Health Care,Health Care,Spain,W Europe,6743.39,,,,0.15,504.93,33.33,1.00,0.00,1.00,2.82,0.00,,,0.00
HK0270001396,Guangdong Investment Limited,HK0270001396,Utilities,Utilities,Hong Kong,Em APAC,4357.53,,,,3.20,20726.18,1033.00,0.00,0.00,0.00,,0.00,,,1.00
CA4969024047,Kinross Gold Corporation,CA4969024047,Basic Materials,Basic Resources,Canada,N America,12069.26,,,,1.90,22082.94,435.84,0.00,0.00,1.00,-15.21,0.00,,,1.00
BMG0450A1053,Arch Capital Group Ltd.,BMG0450A1053,Financials,Insurance,United States,N America,43020.98,,,,0.00,,0.70,0.00,0.00,0.00,-29.12,0.00,,,0.00
CNE000001FW7,"Hua Xia Bank Co., Limited",CNE000001FW7,Financials,Banks,China,Em APAC,16439.82,,,,0.01,1.40,5.50,0.00,0.00,0.00,,0.00,,,0.00
